reservorio,anio,mes,volumen_000m3,periodo
EP,1975.0,08,67100.0,197508
EP,1976.0,08,31700.0,197608
EP,1977.0,08,39160.0,197708
EP,1978.0,08,36000.0,197808
EP,1979.0,08,69540.0,197908
EP,1980.0,08,39080.0,198008
EP,1981.0,08,52480.0,198108
EP,1982.0,08,54800.0,198208
EP,1983.0,08,0.0,198308
EP,1984.0,08,44620.0,198408
EP,1985.0,08,70340.0,198508
EP,1986.0,08,62200.0,198608
EP,1987.0,08,46880.0,198708
EP,1988.0,08,63320.0,198808
EP,1989.0,08,38760.0,198908
EP,1990.0,08,1600.0,199008
EP,1991.0,08,40840.0,199108
EP,1992.0,08,1200.0,199208
EP,1993.0,08,38240.0,199308
EP,1994.0,08,62400.0,199408
EP,1995.0,08,29900.0,199508
EP,1996.0,08,28770.0,199608
EP,1997.0,08,55960.0,199708
EP,1998.0,08,67400.0,199808
EP,1999.0,08,93709.356,199908
EP,2000.0,08,67500.0,200008
EP,2001.0,08,95986.522,200108
EP,2002.0,08,97862.023,200208
EP,2003.0,08,46880.0,200308
EP,2004.0,08,36000.0,200408
EP,2005.0,08,6660.0,200508
EP,2006.0,08,64086.359,200608
EP,2007.0,08,50367.228,200708
EP,2008.0,08,15811.677,200808
EP,2009.0,08,15485.974,200908
EP,2010.0,08,28424.122,201008
EP,2011.0,08,52278.894,201108
EP,2012.0,08,53777.649,201208
EP,2013.0,08,47448.321,201308
EP,2014.0,08,43032.224,201408
EP,2015.0,08,64094.232,201508
EP,2016.0,08,13143.287,201608
EP,2017.0,08,57121.068,201708
EP,2018.0,08,96810.89,201808
EP,2019.0,08,70872.629,201908
EP,2020.0,08,65631.885,202008
EP,2021.0,08,65480.593,202108
EP,2022.0,08,72568.497,202208
EP,2023.0,08,59675.381,202308
EP,2024.0,08,75788.946,202408
EP,2025.0,08,54995.936,202508
EP,1968.0,09,,196809
EP,1969.0,09,45100.0,196909
EP,1970.0,09,73120.0,197009
EP,1971.0,09,31100.0,197109
EP,1972.0,09,85220.0,197209
EP,1973.0,09,91280.0,197309
EP,1974.0,09,73840.0,197409
EP,1975.0,09,62000.0,197509
EP,1976.0,09,23500.0,197609
EP,1977.0,09,36680.0,197709
EP,1978.0,09,35220.0,197809
EP,1979.0,09,59120.0,197909
EP,1980.0,09,34100.0,198009
EP,1981.0,09,41200.0,198109
EP,1982.0,09,42720.0,198209
EP,1983.0,09,0.0,198309
EP,1984.0,09,32800.0,198409
EP,1985.0,09,59820.0,198509
EP,1986.0,09,51200.0,198609
EP,1987.0,09,45460.0,198709
EP,1988.0,09,53200.0,198809
EP,1989.0,09,24520.0,198909
EP,1990.0,09,680.0,199009
EP,1991.0,09,31600.0,199109
EP,1992.0,09,0.0,199209
EP,1993.0,09,28240.0,199309
EP,1994.0,09,51100.0,199409
EP,1995.0,09,18860.0,199509
EP,1996.0,09,17160.0,199609
EP,1997.0,09,45840.0,199709
EP,1998.0,09,54060.0,199809
EP,1999.0,09,89360.0,199909
EP,2000.0,09,58840.0,200009
EP,2001.0,09,88400.0,200109
EP,2002.0,09,87440.0,200209
EP,2003.0,09,36280.0,200309
EP,2004.0,09,22140.0,200409
EP,2005.0,09,5800.0,200509
EP,2006.0,09,63231.81,200609
EP,2007.0,09,39480.638,200709
EP,2008.0,09,3212.937,200809
EP,2009.0,09,8557.778,200909
EP,2010.0,09,21754.275,201009
EP,2011.0,09,51694.076,201109
EP,2012.0,09,47739.936,201209
EP,2013.0,09,39932.21,201309
EP,2014.0,09,39898.543,201409
EP,2015.0,09,53440.984,201509
EP,2016.0,09,7225.75,201609
EP,2017.0,09,53236.794,201709
EP,2018.0,09,91875.356,201809
EP,2019.0,09,62657.04,201909
EP,2020.0,09,58221.599,202009
EP,2021.0,09,57206.449,202109
EP,2022.0,09,63846.061,202209
EP,2023.0,09,51265.317,202309
EP,2024.0,09,74621.765,202409
EP,2025.0,09,43717.706,202509
EP,1968.0,10,,196810
EP,1969.0,10,34000.0,196910
EP,1970.0,10,65380.0,197010
EP,1971.0,10,17680.0,197110
EP,1972.0,10,84740.0,197210
EP,1973.0,10,87680.0,197310
EP,1974.0,10,58100.0,197410
EP,1975.0,10,61240.0,197510
EP,1976.0,10,23780.0,197610
EP,1977.0,10,24900.0,197710
EP,1978.0,10,34340.0,197810
EP,1979.0,10,44500.0,197910
EP,1980.0,10,29120.0,198010
EP,1981.0,10,29060.0,198110
EP,1982.0,10,34500.0,198210
EP,1983.0,10,0.0,198310
EP,1984.0,10,32700.0,198410
EP,1985.0,10,48600.0,198510
EP,1986.0,10,47480.0,198610
EP,1987.0,10,44340.0,198710
EP,1988.0,10,39120.0,198810
EP,1989.0,10,19600.0,198910
EP,1990.0,10,0.0,199010
EP,1991.0,10,22300.0,199110
EP,1992.0,10,0.0,199210
EP,1993.0,10,19760.0,199310
EP,1994.0,10,40370.0,199410
EP,1995.0,10,7540.0,199510
EP,1996.0,10,6660.0,199610
EP,1997.0,10,40360.0,199710
EP,1998.0,10,40840.0,199810
EP,1999.0,10,81360.0,199910
EP,2000.0,10,50520.0,200010
EP,2001.0,10,74400.0,200110
EP,2002.0,10,74400.0,200210
EP,2003.0,10,32020.0,200310
EP,2004.0,10,16270.0,200410
EP,2005.0,10,5320.0,200510
EP,2006.0,10,62307.167,200610
EP,2007.0,10,38255.845,200710
EP,2008.0,10,530.65,200810
EP,2009.0,10,8292.306,200910
EP,2010.0,10,20955.943,201010
EP,2011.0,10,50884.917,201110
EP,2012.0,10,47774.951,201210
EP,2013.0,10,39831.251,201310
EP,2014.0,10,39495.124,201410
EP,2015.0,10,46343.901,201510
EP,2016.0,10,1077.267,201610
EP,2017.0,10,52663.54,201710
EP,2018.0,10,81048.133,201810
EP,2019.0,10,57792.596,201910
EP,2020.0,10,58664.176,202010
EP,2021.0,10,51455.774,202110
EP,2022.0,10,54609.26,202210
EP,2023.0,10,44026.929,202310
EP,2024.0,10,73329.017,202410
EP,2025.0,10,38823.744,202510
EP,1968.0,11,,196811
EP,1969.0,11,21400.0,196911
EP,1970.0,11,53400.0,197011
EP,1971.0,11,6580.0,197111
EP,1972.0,11,82000.0,197211
EP,1973.0,11,78680.0,197311
EP,1974.0,11,57500.0,197411
EP,1975.0,11,60400.0,197511
EP,1976.0,11,18780.0,197611
EP,1977.0,11,14280.0,197711
EP,1978.0,11,25700.0,197811
EP,1979.0,11,34100.0,197911
EP,1980.0,11,24680.0,198011
EP,1981.0,11,16260.0,198111
EP,1982.0,11,36840.0,198211
EP,1983.0,11,0.0,198311
EP,1984.0,11,43800.0,198411
EP,1985.0,11,48425.0,198511
EP,1986.0,11,45100.0,198611
EP,1987.0,11,44000.0,198711
EP,1988.0,11,26200.0,198811
EP,1989.0,11,9840.0,198911
EP,1990.0,11,7660.0,199011
EP,1991.0,11,13200.0,199111
EP,1992.0,11,0.0,199211
EP,1993.0,11,15340.0,199311
EP,1994.0,11,32100.0,199411
EP,1995.0,11,4986.0,199511
EP,1996.0,11,5880.0,199611
EP,1997.0,11,36440.0,199711
EP,1998.0,11,28680.0,199811
EP,1999.0,11,68680.0,199911
EP,2000.0,11,36600.0,200011
EP,2001.0,11,60400.0,200111
EP,2002.0,11,63800.0,200211
EP,2003.0,11,31100.0,200311
EP,2004.0,11,15720.0,200411
EP,2005.0,11,5120.0,200511
EP,2006.0,11,62623.125,200611
EP,2007.0,11,29497.471,200711
EP,2008.0,11,573.798,200811
EP,2009.0,11,9713.155,200911
EP,2010.0,11,19875.008,201011
EP,2011.0,11,49700.142,201111
EP,2012.0,11,48230.649,201211
EP,2013.0,11,39483.93,201311
EP,2014.0,11,38713.303,201411
EP,2015.0,11,37359.147,201511
EP,2016.0,11,1342.503,201611
EP,2017.0,11,52649.599,201711
EP,2018.0,11,69667.185,201811
EP,2019.0,11,57780.371,201911
EP,2020.0,11,57340.648,202011
EP,2021.0,11,45557.132,202111
EP,2022.0,11,45603.326,202211
EP,2023.0,11,36895.517,202311
EP,2024.0,11,73200.006,202411
EP,2025.0,11,36864.147,202511
EP,1968.0,12,,196812
EP,1969.0,12,9540.0,196912
EP,1970.0,12,36600.0,197012
EP,1971.0,12,0.0,197112
EP,1972.0,12,60200.0,197212
EP,1973.0,12,70400.0,197312
EP,1974.0,12,43200.0,197412
EP,1975.0,12,50000.0,197512
EP,1976.0,12,6940.0,197612
EP,1977.0,12,5000.0,197712
EP,1978.0,12,26100.0,197812
EP,1979.0,12,29540.0,197912
EP,1980.0,12,14560.0,198012
EP,1981.0,12,8260.0,198112
EP,1982.0,12,32100.0,198212
EP,1983.0,12,0.0,198312
EP,1984.0,12,64580.0,198412
EP,1985.0,12,44340.0,198512
EP,1986.0,12,48400.0,198612
EP,1987.0,12,31100.0,198712
EP,1988.0,12,23580.0,198812
EP,1989.0,12,3200.0,198912
EP,1990.0,12,15160.0,199012
EP,1991.0,12,11600.0,199112
EP,1992.0,12,7200.0,199212
EP,1993.0,12,30700.0,199312
EP,1994.0,12,29900.0,199412
EP,1995.0,12,5560.0,199512
EP,1996.0,12,13860.0,199612
EP,1997.0,12,35220.0,199712
EP,1998.0,12,18920.0,199812
EP,1999.0,12,57500.0,199912
EP,2000.0,12,26440.0,200012
EP,2001.0,12,47800.0,200112
EP,2002.0,12,62200.0,200212
EP,2003.0,12,34500.0,200312
EP,2004.0,12,15560.0,200412
EP,2005.0,12,7120.0,200512
EP,2006.0,12,65438.928,200612
EP,2007.0,12,19539.236,200712
EP,2008.0,12,5182.858,200812
EP,2009.0,12,16500.367,200912
EP,2010.0,12,26432.439,201012
EP,2011.0,12,57243.037,201112
EP,2012.0,12,68166.694,201212
EP,2013.0,12,46703.589,201312
EP,2014.0,12,40494.112,201412
EP,2015.0,12,29121.305,201512
EP,2016.0,12,1492.242,201612
EP,2017.0,12,56731.187,201712
EP,2018.0,12,63641.002,201812
EP,2019.0,12,56001.669,201912
EP,2020.0,12,62245.191,202012
EP,2021.0,12,47891.712,202112
EP,2022.0,12,44004.005,202212
EP,2023.0,12,34466.87,202312
EP,2024.0,12,75360.58,202412
EP,2025.0,12,,202512
PI,1968.0,01,,196801
PI,1969.0,01,33600.0,196901
PI,1970.0,01,37000.0,197001
PI,1971.0,01,38760.0,197101
PI,1972.0,01,,197201
PI,1973.0,01,,197301
PI,1974.0,01,,197401
PI,1975.0,01,,197501
PI,1976.0,01,,197601
PI,1977.0,01,,197701
PI,1978.0,01,,197801
PI,1979.0,01,,197901
PI,1980.0,01,,198001
PI,1981.0,01,,198101
PI,1982.0,01,,198201
PI,1983.0,01,,198301
PI,1984.0,01,,198401
PI,1985.0,01,,198501
PI,1986.0,01,,198601
PI,1987.0,01,,198701
PI,1988.0,01,,198801
PI,1989.0,01,,198901
PI,1990.0,01,,199001
PI,1991.0,01,,199101
PI,1992.0,01,,199201
PI,1993.0,01,,199301
PI,1994.0,01,,199401
PI,1995.0,01,,199501
PI,1996.0,01,,199601
PI,1997.0,01,,199701
PI,1998.0,01,,199801
PI,1999.0,01,,199901
PI,2000.0,01,,200001
PI,2001.0,01,,200101
PI,2002.0,01,,200201
PI,2003.0,01,,200301
PI,2004.0,01,,200401
PI,2005.0,01,,200501
PI,2006.0,01,6333.0,200601
PI,2007.0,01,12699.800304351276,200701
PI,2008.0,01,49756.251,200801
PI,2009.0,01,534.042,200901
PI,2010.0,01,12664.6053865611,201001
PI,2011.0,01,22750.560132840164,201101
PI,2012.0,01,70710.27292495813,201201
PI,2013.0,01,76663.6540887781,201301
PI,2014.0,01,28952.231481139297,201401
PI,2015.0,01,289.30116109978223,201501
PI,2016.0,01,20673.505042819685,201601
PI,2017.0,01,38643.032887549554,201701
PI,2018.0,01,34346.55359466139,201801
PI,2019.0,01,31539.752813160634,201901
PI,2020.0,01,31331.84164415988,202001
PI,2021.0,01,38168.423523348785,202101
PI,2022.0,01,61685.82121278941,202201
PI,2023.0,01,17258.4817057604,202301
PI,2024.0,01,15713.220771549657,202401
PI,2025.0,01,51923.767578399806,202501
PI,1968.0,02,,196802
PI,1969.0,02,46760.0,196902
PI,1970.0,02,58300.0,197002
PI,1971.0,02,77460.0,197102
PI,1972.0,02,,197202
PI,1973.0,02,,197302
PI,1974.0,02,,197402
PI,1975.0,02,,197502
PI,1976.0,02,,197602
PI,1977.0,02,,197702
PI,1978.0,02,,197802
PI,1979.0,02,,197902
PI,1980.0,02,,198002
PI,1981.0,02,,198102
PI,1982.0,02,,198202
PI,1983.0,02,,198302
PI,1984.0,02,,198402
PI,1985.0,02,,198502
PI,1986.0,02,,198602
PI,1987.0,02,,198702
PI,1988.0,02,,198802
PI,1989.0,02,,198902
PI,1990.0,02,,199002
PI,1991.0,02,,199102
PI,1992.0,02,,199202
PI,1993.0,02,,199302
PI,1994.0,02,,199402
PI,1995.0,02,,199502
PI,1996.0,02,,199602
PI,1997.0,02,,199702
PI,1998.0,02,,199802
PI,1999.0,02,,199902
PI,2000.0,02,,200002
PI,2001.0,02,,200102
PI,2002.0,02,,200202
PI,2003.0,02,,200302
PI,2004.0,02,,200402
PI,2005.0,02,,200502
PI,2006.0,02,35590.308,200602
PI,2007.0,02,22078.34718,200702
PI,2008.0,02,44779.38,200802
PI,2009.0,02,13523.864635089658,200902
PI,2010.0,02,39082.537,201002
PI,2011.0,02,75403.17017679055,201102
PI,2012.0,02,78867.46184415097,201202
PI,2013.0,02,79945.74045537271,201302
PI,2014.0,02,28750.66718147138,201402
PI,2015.0,02,27225.10208984971,201502
PI,2016.0,02,51887.46847768185,201602
PI,2017.0,02,48450.90474299946,201702
PI,2018.0,02,57207.530874443895,201802
PI,2019.0,02,77113.37447948755,201902
PI,2020.0,02,74206.02716489862,202002
PI,2021.0,02,54326.567185913,202102
PI,2022.0,02,75403.17017679055,202202
PI,2023.0,02,33186.49,202302
PI,2024.0,02,37478.48213279811,202402
PI,2025.0,02,77802.49631455193,202502
PI,1968.0,03,,196803
PI,1969.0,03,53820.0,196903
PI,1970.0,03,79400.0,197003
PI,1971.0,03,94520.0,197103
PI,1972.0,03,,197203
PI,1973.0,03,,197303
PI,1974.0,03,,197403
PI,1975.0,03,,197503
PI,1976.0,03,,197603
PI,1977.0,03,,197703
PI,1978.0,03,,197803
PI,1979.0,03,,197903
PI,1980.0,03,,198003
PI,1981.0,03,,198103
PI,1982.0,03,,198203
PI,1983.0,03,,198303
PI,1984.0,03,,198403
PI,1985.0,03,,198503
PI,1986.0,03,,198603
PI,1987.0,03,,198703
PI,1988.0,03,,198803
PI,1989.0,03,,198903
PI,1990.0,03,,199003
PI,1991.0,03,,199103
PI,1992.0,03,,199203
PI,1993.0,03,,199303
PI,1994.0,03,,199403
PI,1995.0,03,,199503
PI,1996.0,03,,199603
PI,1997.0,03,,199703
PI,1998.0,03,,199803
PI,1999.0,03,,199903
PI,2000.0,03,,200003
PI,2001.0,03,,200103
PI,2002.0,03,,200203
PI,2003.0,03,,200303
PI,2004.0,03,,200403
PI,2005.0,03,,200503
PI,2006.0,03,74974.096,200603
PI,2007.0,03,60706.366,200703
PI,2008.0,03,46654.41,200803
PI,2009.0,03,50576.975947437815,200903
PI,2010.0,03,54703.0567588438,201003
PI,2011.0,03,79506.44176190796,201103
PI,2012.0,03,80278.54249586786,201203
PI,2013.0,03,80451.59955693285,201303
PI,2014.0,03,28675.57459924046,201403
PI,2015.0,03,55728.85443582254,201503
PI,2016.0,03,63515.2970325,201603
PI,2017.0,03,78760.96519118742,201703
PI,2018.0,03,80152.07772048237,201803
PI,2019.0,03,81163.79592360265,201903
PI,2020.0,03,79812.6196391698,202003
PI,2021.0,03,80431.63143449879,202103
PI,2022.0,03,80305.16665910724,202203
PI,2023.0,03,42637.5725580008,202303
PI,2024.0,03,78721.0299463314,202403
PI,2025.0,03,79100.4242725,202503
PI,1968.0,04,,196804
PI,1969.0,04,55600.0,196904
PI,1970.0,04,85700.0,197004
PI,1971.0,04,94260.0,197104
PI,1972.0,04,,197204
PI,1973.0,04,,197304
PI,1974.0,04,,197404
PI,1975.0,04,,197504
PI,1976.0,04,,197604
PI,1977.0,04,,197704
PI,1978.0,04,,197804
PI,1979.0,04,,197904
PI,1980.0,04,,198004
PI,1981.0,04,,198104
PI,1982.0,04,,198204
PI,1983.0,04,,198304
PI,1984.0,04,,198404
PI,1985.0,04,,198504
PI,1986.0,04,,198604
PI,1987.0,04,,198704
PI,1988.0,04,,198804
PI,1989.0,04,,198904
PI,1990.0,04,,199004
PI,1991.0,04,,199104
PI,1992.0,04,,199204
PI,1993.0,04,,199304
PI,1994.0,04,,199404
PI,1995.0,04,,199504
PI,1996.0,04,,199604
PI,1997.0,04,,199704
PI,1998.0,04,,199804
PI,1999.0,04,,199904
PI,2000.0,04,,200004
PI,2001.0,04,,200104
PI,2002.0,04,,200204
PI,2003.0,04,,200304
PI,2004.0,04,,200404
PI,2005.0,04,,200504
PI,2006.0,04,75290.805,200604
PI,2007.0,04,70718.992,200704
PI,2008.0,04,37667.446,200804
PI,2009.0,04,50208.809497278264,200904
PI,2010.0,04,54473.8891927133,201004
PI,2011.0,04,79466.50551705193,201104
PI,2012.0,04,81070.61135226184,201204
PI,2013.0,04,79639.56257811085,201304
PI,2014.0,04,28446.34461138049,201404
PI,2015.0,04,67592.24919471805,201504
PI,2016.0,04,63556.211827187704,201604
PI,2017.0,04,80451.59955693285,201704
PI,2018.0,04,79872.52400645989,201804
PI,2019.0,04,81030.67510739974,201904
PI,2020.0,04,76974.02449926797,202004
PI,2021.0,04,80618.00057718043,202104
PI,2022.0,04,80298.51061830192,202204
PI,2023.0,04,50471.8425496011,202304
PI,2024.0,04,79992.3337410401,202404
PI,2025.0,04,78900.7430482017,202504
PI,1968.0,05,,196805
PI,1969.0,05,53500.0,196905
PI,1970.0,05,86580.0,197005
PI,1971.0,05,87040.0,197105
PI,1972.0,05,,197205
PI,1973.0,05,,197305
PI,1974.0,05,,197405
PI,1975.0,05,,197505
PI,1976.0,05,,197605
PI,1977.0,05,,197705
PI,1978.0,05,,197805
PI,1979.0,05,,197905
PI,1980.0,05,,198005
PI,1981.0,05,,198105
PI,1982.0,05,,198205
PI,1983.0,05,,198305
PI,1984.0,05,,198405
PI,1985.0,05,,198505
PI,1986.0,05,,198605
PI,1987.0,05,,198705
PI,1988.0,05,,198805
PI,1989.0,05,,198905
PI,1990.0,05,,199005
PI,1991.0,05,,199105
PI,1992.0,05,,199205
PI,1993.0,05,,199305
PI,1994.0,05,,199405
PI,1995.0,05,,199505
PI,1996.0,05,,199605
PI,1997.0,05,,199705
PI,1998.0,05,,199805
PI,1999.0,05,,199905
PI,2000.0,05,,200005
PI,2001.0,05,,200105
PI,2002.0,05,,200205
PI,2003.0,05,,200305
PI,2004.0,05,,200405
PI,2005.0,05,,200505
PI,2006.0,05,74182.33551,200605
PI,2007.0,05,70075.78494720269,200705
PI,2008.0,05,31061.556,200805
PI,2009.0,05,46132.7,200905
PI,2010.0,05,54048.2922841775,201005
PI,2011.0,05,78840.83768091159,201105
PI,2012.0,05,80285.19853667922,201205
PI,2013.0,05,79127.04743573937,201305
PI,2014.0,05,28031.359288528616,201405
PI,2015.0,05,66998.04820879956,201505
PI,2016.0,05,62831.4354641089,201605
PI,2017.0,05,79919.11629212728,201705
PI,2018.0,05,79173.63972141281,201805
PI,2019.0,05,80431.63143449879,201905
PI,2020.0,05,76625.64954872188,202005
PI,2021.0,05,77271.726729741,202105
PI,2022.0,05,79313.416578421,202205
PI,2023.0,05,50046.6362268794,202305
PI,2024.0,05,79446.53839461786,202405
PI,2025.0,05,79672.8437821616,202505
PI,1968.0,06,,196806
PI,1969.0,06,51800.0,196906
PI,1970.0,06,86580.0,197006
PI,1971.0,06,71300.0,197106
PI,1972.0,06,,197206
PI,1973.0,06,,197306
PI,1974.0,06,,197406
PI,1975.0,06,,197506
PI,1976.0,06,,197606
PI,1977.0,06,,197706
PI,1978.0,06,,197806
PI,1979.0,06,,197906
PI,1980.0,06,,198006
PI,1981.0,06,,198106
PI,1982.0,06,,198206
PI,1983.0,06,,198306
PI,1984.0,06,,198406
PI,1985.0,06,,198506
PI,1986.0,06,,198606
PI,1987.0,06,,198706
PI,1988.0,06,,198806
PI,1989.0,06,,198906
PI,1990.0,06,,199006
PI,1991.0,06,,199106
PI,1992.0,06,,199206
PI,1993.0,06,,199306
PI,1994.0,06,,199406
PI,1995.0,06,,199506
PI,1996.0,06,,199606
PI,1997.0,06,,199706
PI,1998.0,06,,199806
PI,1999.0,06,,199906
PI,2000.0,06,,200006
PI,2001.0,06,,200106
PI,2002.0,06,,200206
PI,2003.0,06,,200306
PI,2004.0,06,,200406
PI,2005.0,06,,200506
PI,2006.0,06,67288.553,200606
PI,2007.0,06,62529.998,200706
PI,2008.0,06,20302.676,200806
PI,2009.0,06,31880.727130318246,200906
PI,2010.0,06,53619.406426321,201006
PI,2011.0,06,78215.16984477126,201106
PI,2012.0,06,79666.18674135023,201206
PI,2013.0,06,78567.94000770047,201306
PI,2014.0,06,27620.32620685115,201406
PI,2015.0,06,57207.530874443895,201506
PI,2016.0,06,62293.69816247098,201606
PI,2017.0,06,79306.76053760965,201706
PI,2018.0,06,78760.96519118742,201806
PI,2019.0,06,79979.02065941738,201906
PI,2020.0,06,70716.39870831938,202006
PI,2021.0,06,70005.808,202106
PI,2022.0,06,76213.93369806866,202206
PI,2023.0,06,43984.212149000195,202306
PI,2024.0,06,78847.49472172295,202406
PI,2025.0,06,79060.48802763791,202506
PI,1968.0,07,,196807
PI,1969.0,07,51300.0,196907
PI,1970.0,07,85460.0,197007
PI,1971.0,07,57740.0,197107
PI,1972.0,07,,197207
PI,1973.0,07,,197307
PI,1974.0,07,,197407
PI,1975.0,07,,197507
PI,1976.0,07,,197607
PI,1977.0,07,,197707
PI,1978.0,07,,197807
PI,1979.0,07,,197907
PI,1980.0,07,,198007
PI,1981.0,07,,198107
PI,1982.0,07,,198207
PI,1983.0,07,,198307
PI,1984.0,07,,198407
PI,1985.0,07,,198507
PI,1986.0,07,,198607
PI,1987.0,07,,198707
PI,1988.0,07,,198807
PI,1989.0,07,,198907
PI,1990.0,07,,199007
PI,1991.0,07,,199107
PI,1992.0,07,,199207
PI,1993.0,07,,199307
PI,1994.0,07,,199407
PI,1995.0,07,,199507
PI,1996.0,07,,199607
PI,1997.0,07,,199707
PI,1998.0,07,,199807
PI,1999.0,07,,199907
PI,2000.0,07,,200007
PI,2001.0,07,,200107
PI,2002.0,07,,200207
PI,2003.0,07,,200307
PI,2004.0,07,,200407
PI,2005.0,07,,200507
PI,2006.0,07,54863.56868,200607
PI,2007.0,07,49545.027,200707
PI,2008.0,07,10435.203,200807
PI,2009.0,07,21326.02,200907
PI,2010.0,07,53183.8292176818,201007
PI,2011.0,07,77662.71845753766,201107
PI,2012.0,07,79007.23870115916,201207
PI,2013.0,07,78035.45674290096,201307
PI,2014.0,07,19832.010540700132,201407
PI,2015.0,07,53971.90309546564,201507
PI,2016.0,07,61948.84489293984,201607
PI,2017.0,07,78634.50041580193,201707
PI,2018.0,07,71995.4297514076,201807
PI,2019.0,07,79493.1296802913,201907
PI,2020.0,07,58336.999593246175,202007
PI,2021.0,07,65913.7845540815,202107
PI,2022.0,07,75814.88602743801,202207
PI,2023.0,07,37777.31025099904,202307
PI,2024.0,07,78255.10708962729,202407
PI,2025.0,07,78707.7178647087,202507
PI,1968.0,08,,196808
PI,1969.0,08,50400.0,196908
PI,1970.0,08,78440.0,197008
PI,1971.0,08,44000.0,197108
PI,1972.0,08,,197208
PI,1973.0,08,,197308
PI,1974.0,08,,197408
PI,1975.0,08,,197508
PI,1976.0,08,,197608
PI,1977.0,08,,197708
PI,1978.0,08,,197808
PI,1979.0,08,,197908
PI,1980.0,08,,198008
PI,1981.0,08,,198108
PI,1982.0,08,,198208
PI,1983.0,08,,198308
PI,1984.0,08,,198408
PI,1985.0,08,,198508
PI,1986.0,08,,198608
PI,1987.0,08,,198708
PI,1988.0,08,,198808
PI,1989.0,08,,198908
PI,1990.0,08,,199008
PI,1991.0,08,,199108
PI,1992.0,08,,199208
PI,1993.0,08,,199308
PI,1994.0,08,,199408
PI,1995.0,08,,199508
PI,1996.0,08,,199608
PI,1997.0,08,,199708
PI,1998.0,08,,199808
PI,1999.0,08,,199908
PI,2000.0,08,,200008
PI,2001.0,08,,200108
PI,2002.0,08,,200208
PI,2003.0,08,,200308
PI,2004.0,08,,200408
PI,2005.0,08,,200508
PI,2006.0,08,41195.46025,200608
PI,2007.0,08,36701.7925,200708
PI,2008.0,08,1188.694,200808
PI,2009.0,08,17067.286380041147,200908
PI,2010.0,08,52914.18618375879,201008
PI,2011.0,08,77031.03130935806,201108
PI,2012.0,08,78334.97857935145,201208
PI,2013.0,08,70789.90810863764,201308
PI,2014.0,08,6542.346166919039,201408
PI,2015.0,08,53614.221,201508
PI,2016.0,08,57862.29534911519,201608
PI,2017.0,08,77942.27217156014,201708
PI,2018.0,08,59803.74065704872,201808
PI,2019.0,08,77795.83927374058,201908
PI,2020.0,08,46953.82645599803,202008
PI,2021.0,08,65803.5204536013,202108
PI,2022.0,08,66422.22457295924,202208
PI,2023.0,08,31839.1448965211,202308
PI,2024.0,08,77669.37549834902,202408
PI,2025.0,08,78082.05002856834,202508
PI,1968.0,09,,196809
PI,1969.0,09,45100.0,196909
PI,1970.0,09,73120.0,197009
PI,1971.0,09,31100.0,197109
PI,1972.0,09,,197209
PI,1973.0,09,,197309
PI,1974.0,09,,197409
PI,1975.0,09,,197509
PI,1976.0,09,,197609
PI,1977.0,09,,197709
PI,1978.0,09,,197809
PI,1979.0,09,,197909
PI,1980.0,09,,198009
PI,1981.0,09,,198109
PI,1982.0,09,,198209
PI,1983.0,09,,198309
PI,1984.0,09,,198409
PI,1985.0,09,,198509
PI,1986.0,09,,198609
PI,1987.0,09,,198709
PI,1988.0,09,,198809
PI,1989.0,09,,198909
PI,1990.0,09,,199009
PI,1991.0,09,,199109
PI,1992.0,09,,199209
PI,1993.0,09,,199309
PI,1994.0,09,,199409
PI,1995.0,09,,199509
PI,1996.0,09,,199609
PI,1997.0,09,,199709
PI,1998.0,09,,199809
PI,1999.0,09,,199909
PI,2000.0,09,,200009
PI,2001.0,09,,200109
PI,2002.0,09,,200209
PI,2003.0,09,,200309
PI,2004.0,09,,200409
PI,2005.0,09,,200509
PI,2006.0,09,28753.726,200609
PI,2007.0,09,34118.296,200709
PI,2008.0,09,46.574,200809
PI,2009.0,09,16819.06788699939,200909
PI,2010.0,09,50964.45963079773,201009
PI,2011.0,09,76378.62003832764,201109
PI,2012.0,09,71444.36392054056,201209
PI,2013.0,09,53619.40642632098,201309
PI,2014.0,09,446.9202649698355,201409
PI,2015.0,09,48947.3223193618,201509
PI,2016.0,09,56776.47759528967,201609
PI,2017.0,09,68339.59476463987,201709
PI,2018.0,09,47483.93942319889,201809
PI,2019.0,09,64526.47695840868,201909
PI,2020.0,09,34868.13062970189,202009
PI,2021.0,09,65154.18741744277,202109
PI,2022.0,09,56307.22972177706,202209
PI,2023.0,09,25642.859591400298,202309
PI,2024.0,09,71133.9945100507,202409
PI,2025.0,09,77509.6305189128,202509
PI,1968.0,10,,196810
PI,1969.0,10,34000.0,196910
PI,1970.0,10,65380.0,197010
PI,1971.0,10,17680.0,197110
PI,1972.0,10,,197210
PI,1973.0,10,,197310
PI,1974.0,10,,197410
PI,1975.0,10,,197510
PI,1976.0,10,,197610
PI,1977.0,10,,197710
PI,1978.0,10,,197810
PI,1979.0,10,,197910
PI,1980.0,10,,198010
PI,1981.0,10,,198110
PI,1982.0,10,,198210
PI,1983.0,10,,198310
PI,1984.0,10,,198410
PI,1985.0,10,,198510
PI,1986.0,10,,198610
PI,1987.0,10,,198710
PI,1988.0,10,,198810
PI,1989.0,10,,198910
PI,1990.0,10,,199010
