estacion,anio,mes,caudal_m3s,periodo
Aguada Blanca,1971.0,11,,197111
Aguada Blanca,1972.0,11,8.87,197211
Aguada Blanca,1973.0,11,13.47,197311
Aguada Blanca,1974.0,11,12.6,197411
Aguada Blanca,1975.0,11,13.31,197511
Aguada Blanca,1976.0,11,9.34,197611
Aguada Blanca,1977.0,11,10.82,197711
Aguada Blanca,1978.0,11,9.18,197811
Aguada Blanca,1979.0,11,8.74,197911
Aguada Blanca,1980.0,11,5.53,198011
Aguada Blanca,1981.0,11,11.38,198111
Aguada Blanca,1982.0,11,10.1,198211
Aguada Blanca,1983.0,11,4.98,198311
Aguada Blanca,1984.0,11,12.95,198411
Aguada Blanca,1985.0,11,13.25,198511
Aguada Blanca,1986.0,11,14.11,198611
Aguada Blanca,1987.0,11,10.45,198711
Aguada Blanca,1988.0,11,10.34,198811
Aguada Blanca,1989.0,11,10.13,198911
Aguada Blanca,1990.0,11,4.37,199011
Aguada Blanca,1991.0,11,9.85,199111
Aguada Blanca,1992.0,11,3.78,199211
Aguada Blanca,1993.0,11,9.32,199311
Aguada Blanca,1994.0,11,12.7,199411
Aguada Blanca,1995.0,11,8.94,199511
Aguada Blanca,1996.0,11,9.204,199611
Aguada Blanca,1997.0,11,9.087333333333333,199711
Aguada Blanca,1998.0,11,11.01,199811
Aguada Blanca,1999.0,11,13.06,199911
Aguada Blanca,2000.0,11,13.09,200011
Aguada Blanca,2001.0,11,11.040333333333333,200111
Aguada Blanca,2002.0,11,11.783999999999999,200211
Aguada Blanca,2003.0,11,12.033,200311
Aguada Blanca,2004.0,11,12.057741935483874,200411
Aguada Blanca,2005.0,11,9.009466666666667,200511
Aguada Blanca,2006.0,11,13.887333333333336,200611
Aguada Blanca,2007.0,11,13.005632564971917,200711
Aguada Blanca,2008.0,11,10.508666666666667,200811
Aguada Blanca,2009.0,11,9.20633333333333,200911
Aguada Blanca,2010.0,11,11.87,201011
Aguada Blanca,2011.0,11,13.69,201111
Aguada Blanca,2012.0,11,15.11,201211
Aguada Blanca,2013.0,11,14.00433333333333,201311
Aguada Blanca,2014.0,11,10.00233333333333,201411
Aguada Blanca,2015.0,11,10.005666666666666,201511
Aguada Blanca,2016.0,11,11.005999999999998,201611
Aguada Blanca,2017.0,11,13.001,201711
Aguada Blanca,2018.0,11,12.950999999999999,201811
Aguada Blanca,2019.0,11,13.969,201911
Aguada Blanca,2020.0,11,12.869333333333335,202011
Aguada Blanca,2021.0,11,14.0,202111
Aguada Blanca,2022.0,11,13.57,202211
Aguada Blanca,2023.0,11,11.8,202311
Aguada Blanca,2024.0,11,12.8,202411
Aguada Blanca,2025.0,11,13.2,202511
Aguada Blanca,1968.0,12,,196812
Aguada Blanca,1969.0,12,,196912
Aguada Blanca,1970.0,12,,197012
Aguada Blanca,1971.0,12,,197112
Aguada Blanca,1972.0,12,11.69,197212
Aguada Blanca,1973.0,12,12.07,197312
Aguada Blanca,1974.0,12,13.69,197412
Aguada Blanca,1975.0,12,14.23,197512
Aguada Blanca,1976.0,12,9.84,197612
Aguada Blanca,1977.0,12,11.27,197712
Aguada Blanca,1978.0,12,9.3,197812
Aguada Blanca,1979.0,12,8.87,197912
Aguada Blanca,1980.0,12,5.92,198012
Aguada Blanca,1981.0,12,11.12,198112
Aguada Blanca,1982.0,12,9.74,198212
Aguada Blanca,1983.0,12,4.97,198312
Aguada Blanca,1984.0,12,13.54,198412
Aguada Blanca,1985.0,12,13.31,198512
Aguada Blanca,1986.0,12,13.93,198612
Aguada Blanca,1987.0,12,10.51,198712
Aguada Blanca,1988.0,12,10.71,198812
Aguada Blanca,1989.0,12,10.13,198912
Aguada Blanca,1990.0,12,6.61,199012
Aguada Blanca,1991.0,12,10.24,199112
Aguada Blanca,1992.0,12,3.71,199212
Aguada Blanca,1993.0,12,10.04,199312
Aguada Blanca,1994.0,12,12.35,199412
Aguada Blanca,1995.0,12,8.7,199512
Aguada Blanca,1996.0,12,9.493,199612
Aguada Blanca,1997.0,12,9.494838709677422,199712
Aguada Blanca,1998.0,12,11.12,199812
Aguada Blanca,1999.0,12,13.01,199912
Aguada Blanca,2000.0,12,13.05,200012
Aguada Blanca,2001.0,12,11.002258064516129,200112
Aguada Blanca,2002.0,12,12.13,200212
Aguada Blanca,2003.0,12,12.032580645161287,200312
Aguada Blanca,2004.0,12,12.0515625,200412
Aguada Blanca,2005.0,12,9.00290322580645,200512
Aguada Blanca,2006.0,12,14.34706451612903,200612
Aguada Blanca,2007.0,12,13.006774193548386,200712
Aguada Blanca,2008.0,12,10.500967741935485,200812
Aguada Blanca,2009.0,12,9.201612903225802,200912
Aguada Blanca,2010.0,12,12.0,201012
Aguada Blanca,2011.0,12,13.99,201112
Aguada Blanca,2012.0,12,18.61,201212
Aguada Blanca,2013.0,12,14.01,201312
Aguada Blanca,2014.0,12,9.9541869650533,201412
Aguada Blanca,2015.0,12,10.00483870967742,201512
Aguada Blanca,2016.0,12,10.51,201612
Aguada Blanca,2017.0,12,13.004838709677417,201712
Aguada Blanca,2018.0,12,13.001290322580646,201812
Aguada Blanca,2019.0,12,12.650322580645168,201912
Aguada Blanca,2020.0,12,14.032258064516132,202012
Aguada Blanca,2021.0,12,14.08,202112
Aguada Blanca,2022.0,12,13.01,202212
Aguada Blanca,2023.0,12,10.8,202312
Aguada Blanca,2024.0,12,12.7,202412
Aguada Blanca,2025.0,12,,202512
